CODREG;REG;CODDEP;CODCAN;CAN;NBCOM;PMUN;PTOT
75;Nouvelle-Aquitaine;64;14;Oloron-Sainte-Marie-1;33;19860;20652
75;Nouvelle-Aquitaine;64;15;Oloron-Sainte-Marie-2;34;21884;22509
75;Nouvelle-Aquitaine;64;16;Orthez et Terres des Gaves et du Sel;40;26784;27854
75;Nouvelle-Aquitaine;64;17;Ouzom;18;22255;22897
75;Nouvelle-Aquitaine;64;18;Pau-1;1;25210;25594
75;Nouvelle-Aquitaine;64;19;Pau-2;2;23716;24141
75;Nouvelle-Aquitaine;64;20;Pau-3;3;21039;21734
75;Nouvelle-Aquitaine;64;21;Pau-4;2;20593;20943
75;Nouvelle-Aquitaine;64;22;Pays de Bidache;52;21728;22284
75;Nouvelle-Aquitaine;64;23;Pays de Morlaàs et du Montanérès;44;23753;24440
75;Nouvelle-Aquitaine;64;24;Saint-Jean-de-Luz;4;28943;29662
75;Nouvelle-Aquitaine;64;25;Terres des Luys et Coteaux du Vic-Bilh;72;26579;27439
75;Nouvelle-Aquitaine;64;26;Ustaritz-Vallées de Nive et Nivelle;9;33195;34070
75;Nouvelle-Aquitaine;64;27;Vallées de l'Ousse et du Lagoin;29;29131;30057
76;Occitanie;65;01;Aureilhan;3;16144;16447
76;Occitanie;65;02;Bordères-sur-l'Echez;7;14520;14898
76;Occitanie;65;03;Les Coteaux;77;11811;12280
76;Occitanie;65;04;La Haute-Bigorre;14;14719;15220
76;Occitanie;65;05;Lourdes-1;12;11563;11848
76;Occitanie;65;06;Lourdes-2;28;10606;10800
76;Occitanie;65;07;Moyen Adour;15;15012;15406
76;Occitanie;65;08;Neste;61;12295;12569
76;Occitanie;65;09;Ossun;17;13256;13543
76;Occitanie;65;10;Tarbes-1;1;13974;14184
76;Occitanie;65;11;Tarbes-2;1;14207;14374
76;Occitanie;65;12;Tarbes-3;1;14744;15386
76;Occitanie;65;13;Val d'Adour-Rustan-Madiranais;43;11848;12111
76;Occitanie;65;14;La Vallée de l'Arros et des Baïses;70;12119;12377
76;Occitanie;65;15;La Vallée de la Barousse;52;15367;15760
76;Occitanie;65;16;La Vallée des Gaves;48;15455;15974
76;Occitanie;65;17;Vic-en-Bigorre;22;12148;12582
76;Occitanie;66;01;Les Aspres;22;32736;33256
76;Occitanie;66;02;Le Canigou;41;21307;21641
76;Occitanie;66;03;La Côte Sableuse;4;32102;32627
76;Occitanie;66;04;La Côte Salanquaise;6;37894;38313
76;Occitanie;66;05;La Côte Vermeille;7;29553;30097
76;Occitanie;66;06;Perpignan-1;1;28203;28470
76;Occitanie;66;07;Perpignan-2;4;30519;31026
76;Occitanie;66;08;Perpignan-3;2;23930;24350
76;Occitanie;66;09;Perpignan-4;1;23936;24235
76;Occitanie;66;10;Perpignan-5;2;27731;28063
76;Occitanie;66;11;Perpignan-6;2;23536;23805
76;Occitanie;66;12;La Plaine d'Illibéris;9;32787;33314
76;Occitanie;66;13;Les Pyrénées catalanes;62;26957;28002
76;Occitanie;66;14;Le Ribéral;7;24779;25168
76;Occitanie;66;15;La Vallée de l'Agly;38;29229;29694
76;Occitanie;66;16;La Vallée de la Têt;10;27056;27473
76;Occitanie;66;17;Vallespir-Albères;13;30510;31080
44;Grand Est;67;01;Bischwiller;21;52562;53171
44;Grand Est;67;02;Bouxwiller;53;50637;51432
44;Grand Est;67;03;Brumath;22;54776;55452
44;Grand Est;67;04;Erstein;28;48327;49084
44;Grand Est;67;05;Haguenau;14;50322;51080
44;Grand Est;67;06;Hœnheim;10;52811;53339
44;Grand Est;67;07;Illkirch-Graffenstaden;4;50192;51020
44;Grand Est;67;08;Ingwiller;75;43521;44292
44;Grand Est;67;09;Lingolsheim;13;53163;53698
44;Grand Est;67;10;Molsheim;31;56145;57055
44;Grand Est;67;11;Mutzig;51;46189;47060
44;Grand Est;67;12;Obernai;25;42074;43233
44;Grand Est;67;13;Reichshoffen;43;48844;49809
44;Grand Est;67;14;Saverne;49;49497;50408
44;Grand Est;67;15;Schiltigheim;2;51513;51941
44;Grand Est;67;16;Sélestat;29;56600;57427
44;Grand Est;67;17;Strasbourg-1;1;49233;49624
44;Grand Est;67;18;Strasbourg-2;1;44630;44933
44;Grand Est;67;19;Strasbourg-3;1;51825;52096
44;Grand Est;67;20;Strasbourg-4;1;44076;44671
44;Grand Est;67;21;Strasbourg-5;1;40851;41548
44;Grand Est;67;22;Strasbourg-6;1;59961;60666
44;Grand Est;67;23;Wissembourg;44;50324;51200
44;Grand Est;68;01;Altkirch;64;47711;48832
44;Grand Est;68;02;Brunstatt-Didenheim;27;42285;43215
44;Grand Est;68;03;Cernay;31;49684;50667
44;Grand Est;68;04;Colmar-1;2;42840;43475
44;Grand Est;68;05;Colmar-2;13;54217;55343
44;Grand Est;68;06;Ensisheim;38;49947;50713
44;Grand Est;68;07;Guebwiller;18;35620;36397
44;Grand Est;68;08;Kingersheim;8;40984;41607
44;Grand Est;68;09;Masevaux-Niederbruck;59;38294;39090
44;Grand Est;68;10;Mulhouse-1;1;40407;40881
44;Grand Est;68;11;Mulhouse-2;1;41045;41454
44;Grand Est;68;12;Mulhouse-3;2;40966;41535
44;Grand Est;68;13;Rixheim;12;48728;49685
44;Grand Est;68;14;Saint-Louis;21;58510;59509
44;Grand Est;68;15;Sainte-Marie-aux-Mines;28;43725;44755
44;Grand Est;68;16;Wintzenheim;35;49178;50582
44;Grand Est;68;17;Wittenheim;9;43701;44236
84;Auvergne-Rhône-Alpes;69;00;Métropole de Lyon;59;1416545;1432690
84;Auvergne-Rhône-Alpes;69;01;Anse;15;39959;40911
84;Auvergne-Rhône-Alpes;69;02;L'Arbresle;26;38059;39112
84;Auvergne-Rhône-Alpes;69;03;Belleville-en-Beaujolais;27;36348;37192
84;Auvergne-Rhône-Alpes;69;04;Val d'Oingt;23;29714;30482
84;Auvergne-Rhône-Alpes;69;05;Brignais;6;40833;41589
84;Auvergne-Rhône-Alpes;69;06;Genas;8;41971;42600
84;Auvergne-Rhône-Alpes;69;07;Gleizé;15;32762;33659
84;Auvergne-Rhône-Alpes;69;08;Mornant;19;43045;43943
84;Auvergne-Rhône-Alpes;69;09;Saint-Symphorien-d'Ozon;11;39582;40216
84;Auvergne-Rhône-Alpes;69;10;Tarare;18;29054;29747
84;Auvergne-Rhône-Alpes;69;11;Thizy-les-Bourgs;21;26487;27108
84;Auvergne-Rhône-Alpes;69;12;Vaugneray;18;33069;33900
84;Auvergne-Rhône-Alpes;69;13;Villefranche-sur-Saône;1;36009;36419
27;Bourgogne-Franche-Comté;70;01;Dampierre-sur-Salon;50;10805;11107
27;Bourgogne-Franche-Comté;70;02;Gray;24;14042;14657
27;Bourgogne-Franche-Comté;70;03;Héricourt-1;15;15591;15927
27;Bourgogne-Franche-Comté;70;04;Héricourt-2;14;13387;13757
27;Bourgogne-Franche-Comté;70;05;Jussey;65;11657;11920
27;Bourgogne-Franche-Comté;70;06;Lure-1;21;13507;13758
27;Bourgogne-Franche-Comté;70;07;Lure-2;22;12935;13197
27;Bourgogne-Franche-Comté;70;08;Luxeuil-les-Bains;12;14169;14574
27;Bourgogne-Franche-Comté;70;09;Marnay;50;15280;15582
27;Bourgogne-Franche-Comté;70;10;Mélisey;33;10867;11084
27;Bourgogne-Franche-Comté;70;11;Port-sur-Saône;46;13988;14248
27;Bourgogne-Franche-Comté;70;12;Rioz;52;16630;17033
27;Bourgogne-Franche-Comté;70;13;Saint-Loup-sur-Semouse;23;15020;15443
27;Bourgogne-Franche-Comté;70;14;Scey-sur-Saône-et-Saint-Albin;44;12425;12668
27;Bourgogne-Franche-Comté;70;15;Vesoul-1;12;16526;16966
27;Bourgogne-Franche-Comté;70;16;Vesoul-2;13;15944;16708
27;Bourgogne-Franche-Comté;70;17;Villersexel;47;11828;12142
27;Bourgogne-Franche-Comté;71;01;Autun-1;28;18882;19535
27;Bourgogne-Franche-Comté;71;02;Autun-2;27;16921;17847
27;Bourgogne-Franche-Comté;71;03;Blanzy;17;18691;19081
27;Bourgogne-Franche-Comté;71;04;Chagny;27;19632;20348
27;Bourgogne-Franche-Comté;71;05;Chalon-sur-Saône-1;6;19648;20040
27;Bourgogne-Franche-Comté;71;06;Chalon-sur-Saône-2;1;21138;21911
27;Bourgogne-Franche-Comté;71;07;Chalon-sur-Saône-3;2;19158;19852
27;Bourgogne-Franche-Comté;71;08;La Chapelle-de-Guinchay;32;23696;24372
27;Bourgogne-Franche-Comté;71;09;Charolles;32;15122;15836
27;Bourgogne-Franche-Comté;71;10;Chauffailles;39;19300;19778
27;Bourgogne-Franche-Comté;71;11;Cluny;49;15899;16431
27;Bourgogne-Franche-Comté;71;12;Le Creusot-1;3;16791;17042
27;Bourgogne-Franche-Comté;71;13;Le Creusot-2;5;15905;16132
27;Bourgogne-Franche-Comté;71;14;Cuiseaux;28;20429;20791
27;Bourgogne-Franche-Comté;71;15;Digoin;15;18213;18658
27;Bourgogne-Franche-Comté;71;16;Gergy;28;17428;17834
27;Bourgogne-Franche-Comté;71;17;Givry;41;20095;20871
27;Bourgogne-Franche-Comté;71;18;Gueugnon;20;14100;14442
27;Bourgogne-Franche-Comté;71;19;Hurigny;28;22530;23299
27;Bourgogne-Franche-Comté;71;20;Louhans;20;20831;21326
27;Bourgogne-Franche-Comté;71;21;Mâcon-1;3;24231;24789
27;Bourgogne-Franche-Comté;71;22;Mâcon-2;2;20858;21374
27;Bourgogne-Franche-Comté;71;23;Montceau-les-Mines;2;18333;18603
27;Bourgogne-Franche-Comté;71;24;Ouroux-sur-Saône;15;16475;16889
27;Bourgogne-Franche-Comté;71;25;Paray-le-Monial;22;20293;21055
27;Bourgogne-Franche-Comté;71;26;Pierre-de-Bresse;33;16435;16704
27;Bourgogne-Franche-Comté;71;27;Saint-Rémy;9;22451;22962
27;Bourgogne-Franche-Comté;71;28;Saint-Vallier;5;18069;18389
27;Bourgogne-Franche-Comté;71;29;Tournus;31;19509;20101
52;Pays de la Loire;72;01;Bonnétable;23;29932;30434
52;Pays de la Loire;72;02;Changé;8;29371;30111
52;Pays de la Loire;72;03;Montval-sur-Loir;24;23512;24145
52;Pays de la Loire;72;04;Écommoy;10;28186;28640
52;Pays de la Loire;72;05;La Ferté-Bernard;24;24707;25344
52;Pays de la Loire;72;06;La Flèche;12;25187;26456
52;Pays de la Loire;72;07;Loué;43;28817;29490
52;Pays de la Loire;72;08;Le Lude;22;27967;28430
52;Pays de la Loire;72;09;Mamers;44;26403;27359
52;Pays de la Loire;72;10;Le Mans-1;2;23020;23695
52;Pays de la Loire;72;11;Le Mans-2;5;25943;26454
52;Pays de la Loire;72;12;Le Mans-3;1;30014;30879
52;Pays de la Loire;72;13;Le Mans-4;2;29871;30469
52;Pays de la Loire;72;14;Le Mans-5;1;24532;25053
52;Pays de la Loire;72;15;Le Mans-6;2;27992;28302
52;Pays de la Loire;72;16;Le Mans-7;7;26862;27228
52;Pays de la Loire;72;17;Sablé-sur-Sarthe;16;27765;28601
52;Pays de la Loire;72;18;Saint-Calais;36;26097;26766
52;Pays de la Loire;72;19;Savigné-l'Évêque;15;23838;24200
52;Pays de la Loire;72;20;Sillé-le-Guillaume;48;29965;30577
52;Pays de la Loire;72;21;La Suze-sur-Sarthe;15;27012;27474
84;Auvergne-Rhône-Alpes;73;01;Aix-les-Bains-1;10;29335;29994
84;Auvergne-Rhône-Alpes;73;02;Aix-les-Bains-2;3;27866;28407
84;Auvergne-Rhône-Alpes;73;03;Albertville-1;9;19720;20288
84;Auvergne-Rhône-Alpes;73;04;Albertville-2;15;24453;25089
84;Auvergne-Rhône-Alpes;73;05;Bourg-Saint-Maurice;12;25181;26055
84;Auvergne-Rhône-Alpes;73;06;Bugey savoyard;30;20248;20633
84;Auvergne-Rhône-Alpes;73;07;Chambéry-1;2;23094;23819
84;Auvergne-Rhône-Alpes;73;08;Chambéry-2;2;22804;23411
84;Auvergne-Rhône-Alpes;73;09;Chambéry-3;2;25830;26388
84;Auvergne-Rhône-Alpes;73;10;Modane;16;13984;14593
84;Auvergne-Rhône-Alpes;73;11;Montmélian;27;25049;25568
84;Auvergne-Rhône-Alpes;73;12;La Motte-Servolex;8;27458;28434
84;Auvergne-Rhône-Alpes;73;13;Moûtiers;18;25376;26439
84;Auvergne-Rhône-Alpes;73;14;Le Pont-de-Beauvoisin;27;21349;21767
84;Auvergne-Rhône-Alpes;73;15;La Ravoire;5;24343;25419
84;Auvergne-Rhône-Alpes;73;16;Saint-Alban-Leysse;24;24937;25619
84;Auvergne-Rhône-Alpes;73;17;Saint-Jean-de-Maurienne;26;21850;22502
84;Auvergne-Rhône-Alpes;73;18;Saint-Pierre-d'Albigny;25;19369;19797
84;Auvergne-Rhône-Alpes;73;19;Ugine;16;17504;18086
84;Auvergne-Rhône-Alpes;74;01;Annecy-1;9;50538;51690
84;Auvergne-Rhône-Alpes;74;02;Annecy-2;2;40575;41794
84;Auvergne-Rhône-Alpes;74;03;Annecy-3;8;58438;60305
84;Auvergne-Rhône-Alpes;74;04;Annemasse;3;52530;53088
84;Auvergne-Rhône-Alpes;74;05;Bonneville;20;56181;57669
84;Auvergne-Rhône-Alpes;74;06;Cluses;16;53599;54812
84;Auvergne-Rhône-Alpes;74;07;Évian-les-Bains;33;51426;52764
84;Auvergne-Rhône-Alpes;74;08;Faverges-Seythenex;23;40311;41585
84;Auvergne-Rhône-Alpes;74;09;Gaillard;10;41292;42224
84;Auvergne-Rhône-Alpes;74;10;Le Mont-Blanc;7;31359;32465
84;Auvergne-Rhône-Alpes;74;11;La Roche-sur-Foron;27;54596;56209
84;Auvergne-Rhône-Alpes;74;12;Rumilly;28;46954;48180
84;Auvergne-Rhône-Alpes;74;13;Saint-Julien-en-Genevois;40;66151;67366
84;Auvergne-Rhône-Alpes;74;14;Sallanches;9;32453;33442
84;Auvergne-Rhône-Alpes;74;15;Sciez;25;50816;51856
84;Auvergne-Rhône-Alpes;74;16;Annecy-4;10;54894;56368
84;Auvergne-Rhône-Alpes;74;17;Thonon-les-Bains;12;53093;54643
28;Normandie;76;01;Barentin;21;40473;41104
28;Normandie;76;02;Bois-Guillaume;19;45452;46343
28;Normandie;76;03;Bolbec;20;38912;39505
28;Normandie;76;04;Canteleu;6;27863;28380
28;Normandie;76;05;Caudebec-lès-Elbeuf;7;35865;36134
28;Normandie;76;06;Darnétal;15;38520;39070
28;Normandie;76;07;Dieppe-1;17;31721;32626
28;Normandie;76;08;Dieppe-2;22;38061;38800
28;Normandie;76;09;Elbeuf;6;30679;31098
28;Normandie;76;10;Eu;40;33813;34498
28;Normandie;76;11;Fécamp;35;38738;39402
28;Normandie;76;12;Gournay-en-Bray;67;35695;36554
28;Normandie;76;13;Le Grand-Quevilly;2;34766;35179
28;Normandie;76;14;Le Havre-1;1;37660;38057
28;Normandie;76;15;Le Havre-2;3;34047;34423
28;Normandie;76;16;Le Havre-3;4;36667;36881
28;Normandie;76;17;Le Havre-4;1;34500;34735
28;Normandie;76;18;Le Havre-5;1;31446;32068
28;Normandie;76;19;Le Havre-6;2;35764;36318
28;Normandie;76;20;Luneray;72;35115;35775
28;Normandie;76;21;Le Mesnil-Esnard;42;46183;47279
28;Normandie;76;22;Mont-Saint-Aignan;2;30330;30824
28;Normandie;76;23;Neufchâtel-en-Bray;69;33712;34631
28;Normandie;76;24;Notre-Dame-de-Bondeville;21;43092;43632
28;Normandie;76;25;Port-Jérôme-sur-Seine;21;30952;31542
28;Normandie;76;26;Octeville-sur-Mer;31;36389;37084
28;Normandie;76;27;Le Petit-Quevilly;2;29704;30198
28;Normandie;76;28;Rouen-1;1;40277;40898
28;Normandie;76;29;Rouen-2;1;35500;36141
28;Normandie;76;30;Rouen-3;1;38410;38753
28;Normandie;76;31;Saint-Étienne-du-Rouvray;2;33656;33912
28;Normandie;76;32;Saint-Romain-de-Colbosc;38;34063;34695
28;Normandie;76;33;Saint-Valery-en-Caux;71;35635;36426
28;Normandie;76;34;Sotteville-lès-Rouen;2;28305;28606
28;Normandie;76;35;Yvetot;53;42774;43811
11;Île-de-France;77;01;Champs-sur-Marne;4;57377;57695
11;Île-de-France;77;02;Chelles;1;54372;54691
11;Île-de-France;77;03;Claye-Souilly;30;56413;56936
11;Île-de-France;77;04;Combs-la-Ville;5;74558;75213
11;Île-de-France;77;05;Coulommiers;50;64736;65647
11;Île-de-France;77;06;La Ferté-sous-Jouarre;47;62338;63268
11;Île-de-France;77;07;Fontainebleau;34;64026;65573
11;Île-de-France;77;08;Fontenay-Trésigny;33;53661;54276
11;Île-de-France;77;09;Lagny-sur-Marne;14;70977;71690
11;Île-de-France;77;10;Meaux;1;55709;56191
11;Île-de-France;77;11;Melun;9;66063;66732
11;Île-de-France;77;12;Mitry-Mory;19;63953;64382
11;Île-de-France;77;13;Montereau-Fault-Yonne;21;70339;71634
11;Île-de-France;77;14;Nangis;46;60590;61325
11;Île-de-France;77;15;Nemours;50;58514;59445
11;Île-de-France;77;16;Ozoir-la-Ferrière;12;63407;64126
11;Île-de-France;77;17;Pontault-Combault;3;67889;68250
11;Île-de-France;77;18;Provins;81;57800;59237
11;Île-de-France;77;19;Saint-Fargeau-Ponthierry;6;51696;52156
11;Île-de-France;77;20;Savigny-le-Temple;6;71929;72539
11;Île-de-France;77;21;Serris;24;73306;74141
11;Île-de-France;77;22;Torcy;5;53706;54231
11;Île-de-France;77;23;Villeparisis;6;55277;55572
11;Île-de-France;78;01;Aubergenville;40;71278;72898
11;Île-de-France;78;02;Bonnières-sur-Seine;69;60173;61208
11;Île-de-France;78;03;Chatou;5;77458;79284
11;Île-de-France;78;04;Le Chesnay-Rocquencourt;5;71570;73057
11;Île-de-France;78;05;Conflans-Sainte-Honorine;4;64307;64987
11;Île-de-France;78;06;Houilles;3;63176;63980
11;Île-de-France;78;07;Limay;20;57311;57920
11;Île-de-France;78;08;Mantes-la-Jolie;5;81148;81685
11;Île-de-France;78;09;Maurepas;16;70180;71629
11;Île-de-France;78;10;Montigny-le-Bretonneux;2;61123;62095
11;Île-de-France;78;11;Les Mureaux;10;60359;60821
11;Île-de-France;78;12;Plaisir;4;57058;57784
11;Île-de-France;78;13;Poissy;3;78808;79403
11;Île-de-France;78;14;Rambouillet;36;79058;80794
11;Île-de-France;78;15;Saint-Cyr-l'École;6;62056;63282
11;Île-de-France;78;16;Saint-Germain-en-Laye;6;75032;77618
11;Île-de-France;78;17;Sartrouville;3;81254;82272
11;Île-de-France;78;18;Trappes;3;65498;65940
11;Île-de-France;78;19;Verneuil-sur-Seine;13;74097;76009
11;Île-de-France;78;20;Versailles-1;1;63109;64675
11;Île-de-France;78;21;Versailles-2;6;75670;76881
75;Nouvelle-Aquitaine;79;01;Autize-Egray;26;22738;23202
75;Nouvelle-Aquitaine;79;02;Bressuire;5;24177;25249
75;Nouvelle-Aquitaine;79;03;Celles-sur-Belle;22;22900;23395
75;Nouvelle-Aquitaine;79;04;Cerizay;18;26158;26742
75;Nouvelle-Aquitaine;79;05;Frontenay-Rohan-Rohan;13;18673;19176
75;Nouvelle-Aquitaine;79;06;La Gâtine;38;23340;23975
75;Nouvelle-Aquitaine;79;07;Mauléon;10;23694;24260
75;Nouvelle-Aquitaine;79;08;Melle;26;20258;20900
75;Nouvelle-Aquitaine;79;09;Mignon-et-Boutonne;30;18670;19088
75;Nouvelle-Aquitaine;79;10;Niort-1;1;20231;20837
75;Nouvelle-Aquitaine;79;11;Niort-2;1;19005;19684
75;Nouvelle-Aquitaine;79;12;Niort-3;1;19730;20324
75;Nouvelle-Aquitaine;79;13;Parthenay;11;20539;21155
75;Nouvelle-Aquitaine;79;14;La Plaine Niortaise;10;25928;26651
75;Nouvelle-Aquitaine;79;15;Saint-Maixent-l'École;13;26065;26690
75;Nouvelle-Aquitaine;79;16;Thouars;5;18384;18806
75;Nouvelle-Aquitaine;79;17;Le Val de Thouet;28;23991;24543
32;Hauts-de-France;80;01;Abbeville-1;24;24266;24867
32;Hauts-de-France;80;02;Abbeville-2;25;24114;24477
32;Hauts-de-France;80;03;Ailly-sur-Noye;52;21588;22070
32;Hauts-de-France;80;04;Ailly-sur-Somme;44;24129;24416
32;Hauts-de-France;80;05;Albert;65;28237;28678
32;Hauts-de-France;80;06;Amiens-1;1;27131;27267
32;Hauts-de-France;80;07;Amiens-2;11;22374;22686
32;Hauts-de-France;80;08;Amiens-3;8;26883;27080
32;Hauts-de-France;80;09;Amiens-4;7;26015;26476
32;Hauts-de-France;80;10;Amiens-5;3;25222;25703
32;Hauts-de-France;80;11;Amiens-6;6;28472;29758
32;Hauts-de-France;80;12;Amiens-7;5;28436;28934
32;Hauts-de-France;80;13;Corbie;40;24251;24567
32;Hauts-de-France;80;14;Doullens;44;20146;20545
32;Hauts-de-France;80;15;Flixecourt;24;20592;20903
32;Hauts-de-France;80;16;Friville-Escarbotin;24;26119;26634
32;Hauts-de-France;80;17;Gamaches;36;23080;23498
32;Hauts-de-France;80;18;Ham;63;28618;29044
32;Hauts-de-France;80;19;Moreuil;41;21563;21810
32;Hauts-de-France;80;20;Péronne;60;26767;27272
32;Hauts-de-France;80;21;Poix-de-Picardie;79;20581;20998
32;Hauts-de-France;80;22;Roye;62;25378;25744
32;Hauts-de-France;80;23;Rue;55;24786;25264
76;Occitanie;81;01;Albi-1;1;15922;16637
76;Occitanie;81;02;Albi-2;6;19260;19824
76;Occitanie;81;03;Albi-3;9;18996;19555
76;Occitanie;81;04;Albi-4;3;18557;18887
76;Occitanie;81;05;Carmaux-1 Le Ségala;33;17648;17978
76;Occitanie;81;06;Carmaux-2 Vallée du Cérou;40;18147;18639
76;Occitanie;81;07;Castres-1;1;18064;18582
76;Occitanie;81;08;Castres-2;7;15228;15817
76;Occitanie;81;09;Castres-3;2;15207;15673
76;Occitanie;81;10;Les Deux Rives;18;14775;15177
76;Occitanie;81;11;Gaillac;3;17728;18122
76;Occitanie;81;12;Graulhet;7;17509;17830
76;Occitanie;81;13;Le Haut Dadou;25;17590;17918
76;Occitanie;81;14;Les Hautes Terres d'Oc;24;12834;13149
76;Occitanie;81;15;Lavaur Cocagne;23;18034;18625
76;Occitanie;81;16;Mazamet-1;9;17163;17517
76;Occitanie;81;17;Mazamet-2 Vallée du Thoré;12;16804;17453
76;Occitanie;81;18;La Montagne noire;15;15448;15904
76;Occitanie;81;19;Le Pastel;15;17530;17937
76;Occitanie;81;20;Plaine de l'Agoût;27;16010;16431
76;Occitanie;81;21;Les Portes du Tarn;10;18077;18557
76;Occitanie;81;22;Saint-Juéry;6;15027;15371
76;Occitanie;81;23;Vignobles et Bastides;25;19508;19913
76;Occitanie;82;01;Aveyron-Lère;6;19793;20222
76;Occitanie;82;02;Beaumont-de-Lomagne;32;13627;14067
76;Occitanie;82;03;Castelsarrasin;6;21311;21717
76;Occitanie;82;04;Garonne-Lomagne-Brulhois;29;13483;13728
76;Occitanie;82;05;Moissac;3;15031;15393
76;Occitanie;82;06;Montauban-1;1;20067;20521
76;Occitanie;82;07;Montauban-2;1;20068;20655
76;Occitanie;82;08;Montauban-3;1;21542;21982
76;Occitanie;82;09;Montech;9;21687;22105
76;Occitanie;82;10;Pays de Serres Sud-Quercy;24;13046;13347
76;Occitanie;82;11;Quercy-Aveyron;15;15006;15295
76;Occitanie;82;12;Quercy-Rouergue;25;13744;14120
76;Occitanie;82;13;Tarn-Tescou-Quercy vert;15;19638;20049
76;Occitanie;82;14;Valence;17;13389;13691
76;Occitanie;82;15;Verdun-sur-Garonne;13;20884;21213
93;Provence-Alpes-Côte d'Azur;83;01;Brignoles;12;40893;41682
93;Provence-Alpes-Côte d'Azur;83;02;La Crau;6;53071;53929
93;Provence-Alpes-Côte d'Azur;83;03;Draguignan;2;45417;46481
93;Provence-Alpes-Côte d'Azur;83;04;Flayosc;34;33869;34526
93;Provence-Alpes-Côte d'Azur;83;05;Fréjus;1;44011;44612
93;Provence-Alpes-Côte d'Azur;83;06;La Garde;3;45521;46159
93;Provence-Alpes-Côte d'Azur;83;07;Garéoult;12;40059;40670
93;Provence-Alpes-Côte d'Azur;83;08;Hyères;1;46877;47707
93;Provence-Alpes-Côte d'Azur;83;09;Le Luc;11;39880;40502
93;Provence-Alpes-Côte d'Azur;83;10;Ollioules;4;41930;42640
93;Provence-Alpes-Côte d'Azur;83;11;Roquebrune-sur-Argens;11;50946;51769
93;Provence-Alpes-Côte d'Azur;83;12;Saint-Cyr-sur-Mer;9;48165;48977
93;Provence-Alpes-Côte d'Azur;83;13;Saint-Maximin-la-Sainte-Baume;19;52099;53268
93;Provence-Alpes-Côte d'Azur;83;14;Saint-Raphaël;3;50423;51323
93;Provence-Alpes-Côte d'Azur;83;15;Sainte-Maxime;10;55371;56277
93;Provence-Alpes-Côte d'Azur;83;16;La Seyne-sur-Mer-1;1;52657;53271
93;Provence-Alpes-Côte d'Azur;83;17;La Seyne-sur-Mer-2;3;51014;51788
93;Provence-Alpes-Côte d'Azur;83;18;Solliès-Pont;6;44678;45316
93;Provence-Alpes-Côte d'Azur;83;19;Toulon-1;1;51971;52333
93;Provence-Alpes-Côte d'Azur;83;20;Toulon-2;1;46335;46725
93;Provence-Alpes-Côte d'Azur;83;21;Toulon-3;3;55041;55812
93;Provence-Alpes-Côte d'Azur;83;22;Toulon-4;1;54437;55084
93;Provence-Alpes-Côte d'Azur;83;23;Vidauban;5;40524;41448
93;Provence-Alpes-Côte d'Azur;84;01;Apt;27;30992;31644
93;Provence-Alpes-Côte d'Azur;84;02;Avignon-1;1;29765;30199
93;Provence-Alpes-Côte d'Azur;84;03;Avignon-2;1;31937;32673
93;Provence-Alpes-Côte d'Azur;84;04;Avignon-3;2;37743;38383
93;Provence-Alpes-Côte d'Azur;84;05;Bollène;9;31713;32308
93;Provence-Alpes-Côte d'Azur;84;06;Carpentras;3;38178;39025
93;Provence-Alpes-Côte d'Azur;84;07;Cavaillon;2;30926;31403
93;Provence-Alpes-Côte d'Azur;84;08;Cheval-Blanc;14;31690;32301
93;Provence-Alpes-Côte d'Azur;84;09;L'Isle-sur-la-Sorgue;5;33790;34576
93;Provence-Alpes-Côte d'Azur;84;10;Monteux;7;36434;37027
93;Provence-Alpes-Côte d'Azur;84;11;Orange;3;36558;37351
93;Provence-Alpes-Côte d'Azur;84;12;Pernes-les-Fontaines;21;34818;35627
93;Provence-Alpes-Côte d'Azur;84;13;Pertuis;15;39728;40542
93;Provence-Alpes-Côte d'Azur;84;14;Le Pontet;5;38069;38744
93;Provence-Alpes-Côte d'Azur;84;15;Sorgues;5;37782;38277
93;Provence-Alpes-Côte d'Azur;84;16;Vaison-la-Romaine;29;28215;28846
93;Provence-Alpes-Côte d'Azur;84;17;Valréas;4;13603;13983
52;Pays de la Loire;85;01;Aizenay;11;48556;49605
52;Pays de la Loire;85;02;Challans;15;49070;50284
52;Pays de la Loire;85;03;Chantonnay;16;44334;45642
52;Pays de la Loire;85;04;La Châtaigneraie;39;31222;31956
52;Pays de la Loire;85;05;Fontenay-le-Comte;28;43035;44440
52;Pays de la Loire;85;06;Les Herbiers;14;44434;45758
52;Pays de la Loire;85;07;L'île-d'Yeu;1;4870;5008
52;Pays de la Loire;85;08;Luçon;21;32312;33289
52;Pays de la Loire;85;09;Mareuil-sur-Lay-Dissais;26;33730;34490
52;Pays de la Loire;85;10;Montaigu-Vendée;13;47681;48905
52;Pays de la Loire;85;11;Mortagne-sur-Sèvre;15;39983;41198
52;Pays de la Loire;85;12;La Roche-sur-Yon-1;5;42369;44677
52;Pays de la Loire;85;13;La Roche-sur-Yon-2;4;43107;44431
52;Pays de la Loire;85;14;Les Sables-d'Olonne;1;46941;48401
52;Pays de la Loire;85;15;Saint-Hilaire-de-Riez;13;49398;50415
52;Pays de la Loire;85;16;Saint-Jean-de-Monts;14;41484;42373
