CODREG;REG;CODDEP;CODCAN;CAN;NBCOM;PMUN;PTOT
52;Pays de la Loire;85;17;Talmont-Saint-Hilaire;22;50179;50993
75;Nouvelle-Aquitaine;86;01;Chasseneuil-du-Poitou;13;23063;23474
75;Nouvelle-Aquitaine;86;02;Châtellerault-1;8;25647;26274
75;Nouvelle-Aquitaine;86;03;Châtellerault-2;21;25325;25879
75;Nouvelle-Aquitaine;86;04;Châtellerault-3;10;21287;21748
75;Nouvelle-Aquitaine;86;05;Chauvigny;15;21739;22157
75;Nouvelle-Aquitaine;86;06;Civray;30;18077;18514
75;Nouvelle-Aquitaine;86;07;Jaunay-Marigny;6;24929;25433
75;Nouvelle-Aquitaine;86;08;Loudun;49;26512;27280
75;Nouvelle-Aquitaine;86;09;Lusignan;15;19134;19758
75;Nouvelle-Aquitaine;86;10;Lussac-les-Châteaux;25;18577;18996
75;Nouvelle-Aquitaine;86;11;Migné-Auxances;15;25693;26149
75;Nouvelle-Aquitaine;86;12;Montmorillon;26;17733;18428
75;Nouvelle-Aquitaine;86;13;Poitiers-1;4;24415;25012
75;Nouvelle-Aquitaine;86;14;Poitiers-2;2;26769;27667
75;Nouvelle-Aquitaine;86;15;Poitiers-3;1;26968;27568
75;Nouvelle-Aquitaine;86;16;Poitiers-4;2;21634;22119
75;Nouvelle-Aquitaine;86;17;Poitiers-5;3;22701;23067
75;Nouvelle-Aquitaine;86;18;Vivonne;16;26984;27434
75;Nouvelle-Aquitaine;86;19;Vouneuil-sous-Biard;11;22145;22588
75;Nouvelle-Aquitaine;87;01;Aixe-sur-Vienne;10;21142;21616
75;Nouvelle-Aquitaine;87;02;Ambazac;15;17595;17892
75;Nouvelle-Aquitaine;87;03;Bellac;22;16944;17269
75;Nouvelle-Aquitaine;87;04;Châteauponsac;31;16179;16595
75;Nouvelle-Aquitaine;87;05;Condat-sur-Vienne;12;19209;19515
75;Nouvelle-Aquitaine;87;06;Couzeix;7;20649;20949
75;Nouvelle-Aquitaine;87;07;Eymoutiers;32;19409;19697
75;Nouvelle-Aquitaine;87;08;Limoges-1;1;19081;19340
75;Nouvelle-Aquitaine;87;09;Limoges-2;1;15413;15534
75;Nouvelle-Aquitaine;87;10;Limoges-3;1;16205;16383
75;Nouvelle-Aquitaine;87;11;Limoges-4;1;15831;15965
75;Nouvelle-Aquitaine;87;12;Limoges-5;3;18623;19283
75;Nouvelle-Aquitaine;87;13;Limoges-6;1;17661;18021
75;Nouvelle-Aquitaine;87;14;Limoges-7;1;13743;13928
75;Nouvelle-Aquitaine;87;15;Limoges-8;1;15891;16204
75;Nouvelle-Aquitaine;87;16;Limoges-9;2;16676;16906
75;Nouvelle-Aquitaine;87;17;Panazol;2;17122;17376
75;Nouvelle-Aquitaine;87;18;Rochechouart;22;17094;17320
75;Nouvelle-Aquitaine;87;19;Saint-Junien;8;20515;20945
75;Nouvelle-Aquitaine;87;20;Saint-Léonard-de-Noblat;13;16539;16829
75;Nouvelle-Aquitaine;87;21;Saint-Yrieix-la-Perche;17;20602;21191
44;Grand Est;88;01;La Bresse;15;22244;22844
44;Grand Est;88;02;Bruyères;51;19678;20127
44;Grand Est;88;03;Charmes;52;20816;21138
44;Grand Est;88;04;Darney;81;17379;17924
44;Grand Est;88;05;Épinal-1;8;22237;23001
44;Grand Est;88;06;Épinal-2;9;24929;26049
44;Grand Est;88;07;Gérardmer;16;24674;25605
44;Grand Est;88;08;Golbey;12;25491;25976
44;Grand Est;88;09;Mirecourt;56;16919;17674
44;Grand Est;88;10;Neufchâteau;47;17344;17885
44;Grand Est;88;11;Raon-l'Etape;40;23385;23987
44;Grand Est;88;12;Remiremont;9;25118;25931
44;Grand Est;88;13;Saint-Dié-des-Vosges-1;11;24141;24704
44;Grand Est;88;14;Saint-Dié-des-Vosges-2;26;23184;23863
44;Grand Est;88;15;Le Thillot;10;17604;18058
44;Grand Est;88;16;Le Val-d'Ajol;21;19815;20420
44;Grand Est;88;17;Vittel;45;17439;18194
27;Bourgogne-Franche-Comté;89;01;Auxerre-1;4;13684;14281
27;Bourgogne-Franche-Comté;89;02;Auxerre-2;7;19245;19703
27;Bourgogne-Franche-Comté;89;03;Auxerre-3;7;14635;15283
27;Bourgogne-Franche-Comté;89;04;Auxerre-4;3;13832;14170
27;Bourgogne-Franche-Comté;89;05;Avallon;27;13947;14378
27;Bourgogne-Franche-Comté;89;06;Brienon-sur-Armançon;34;16888;17224
27;Bourgogne-Franche-Comté;89;07;Chablis;58;16324;16713
27;Bourgogne-Franche-Comté;89;08;Charny Orée de Puisaye;17;16454;16840
27;Bourgogne-Franche-Comté;89;09;Cœur de Puisaye;24;15549;15947
27;Bourgogne-Franche-Comté;89;10;Gâtinais en Bourgogne;24;16459;16768
27;Bourgogne-Franche-Comté;89;11;Joigny;15;18294;18875
27;Bourgogne-Franche-Comté;89;12;Joux-la-Ville;42;12444;12714
27;Bourgogne-Franche-Comté;89;13;Migennes;10;16215;16532
27;Bourgogne-Franche-Comté;89;14;Pont-sur-Yonne;10;13834;14100
27;Bourgogne-Franche-Comté;89;15;Saint-Florentin;22;17847;18207
27;Bourgogne-Franche-Comté;89;16;Sens-1;3;20991;21411
27;Bourgogne-Franche-Comté;89;17;Sens-2;6;20109;20621
27;Bourgogne-Franche-Comté;89;18;Thorigny-sur-Oreuse;17;14074;14379
27;Bourgogne-Franche-Comté;89;19;Tonnerrois;52;15332;15792
27;Bourgogne-Franche-Comté;89;20;Villeneuve-sur-Yonne;12;13301;13577
27;Bourgogne-Franche-Comté;89;21;Vincelles;33;14698;15020
27;Bourgogne-Franche-Comté;90;01;Bavilliers;5;14634;15006
27;Bourgogne-Franche-Comté;90;02;Belfort-1;1;15308;15613
27;Bourgogne-Franche-Comté;90;03;Belfort-2;1;16116;16378
27;Bourgogne-Franche-Comté;90;04;Belfort-3;1;14034;14234
27;Bourgogne-Franche-Comté;90;05;Châtenois-les-Forges;16;14720;15029
27;Bourgogne-Franche-Comté;90;06;Delle;16;17371;17640
27;Bourgogne-Franche-Comté;90;07;Giromagny;22;15096;15500
27;Bourgogne-Franche-Comté;90;08;Grandvillars;33;17061;17456
27;Bourgogne-Franche-Comté;90;09;Valdoie;8;15780;16304
11;Île-de-France;91;01;Arpajon;16;64457;65176
11;Île-de-France;91;02;Athis-Mons;3;61120;61585
11;Île-de-France;91;03;Brétigny-sur-Orge;6;64875;65585
11;Île-de-France;91;04;Corbeil-Essonnes;4;65879;66273
11;Île-de-France;91;05;Dourdan;28;67044;68142
11;Île-de-France;91;06;Draveil;5;52576;53313
11;Île-de-France;91;07;Épinay-sous-Sénart;9;59946;60559
11;Île-de-France;91;08;Étampes;44;64490;65511
11;Île-de-France;91;09;Évry;1;66106;66543
11;Île-de-France;91;10;Gif-sur-Yvette;12;62799;64200
11;Île-de-France;91;11;Longjumeau;8;69683;70420
11;Île-de-France;91;12;Massy;2;70449;70894
11;Île-de-France;91;13;Mennecy;28;68396;69420
11;Île-de-France;91;14;Palaiseau;3;60461;61433
11;Île-de-France;91;15;Ris-Orangis;6;62833;63252
11;Île-de-France;91;16;Sainte-Geneviève-des-Bois;4;67634;68236
11;Île-de-France;91;17;Savigny-sur-Orge;3;57384;57790
11;Île-de-France;91;18;Les Ulis;7;53869;54450
11;Île-de-France;91;19;Vigneux-sur-Seine;3;58721;59093
11;Île-de-France;91;20;Viry-Châtillon;2;58669;58952
11;Île-de-France;91;21;Yerres;2;48727;49288
11;Île-de-France;92;01;Antony;1;62906;63639
11;Île-de-France;92;02;Asnières-sur-Seine;1;71569;72076
11;Île-de-France;92;03;Bagneux;2;62941;63413
11;Île-de-France;92;04;Boulogne-Billancourt-1;1;66970;67792
11;Île-de-France;92;05;Boulogne-Billancourt-2;2;77049;77842
11;Île-de-France;92;06;Châtenay-Malabry;3;84304;85188
11;Île-de-France;92;07;Châtillon;2;61566;62077
11;Île-de-France;92;08;Clamart;2;81050;81897
11;Île-de-France;92;09;Clichy;1;62933;63166
11;Île-de-France;92;10;Colombes-1;1;73142;73577
11;Île-de-France;92;11;Colombes-2;3;72812;73458
11;Île-de-France;92;12;Courbevoie-1;2;66840;67413
11;Île-de-France;92;13;Courbevoie-2;2;75678;76159
11;Île-de-France;92;14;Gennevilliers;2;74472;74766
11;Île-de-France;92;15;Issy-les-Moulineaux;1;67937;68641
11;Île-de-France;92;16;Levallois-Perret;1;67258;67809
11;Île-de-France;92;17;Meudon;2;66349;67347
11;Île-de-France;92;18;Montrouge;2;79137;79586
11;Île-de-France;92;19;Nanterre-1;1;64587;64949
11;Île-de-France;92;20;Nanterre-2;2;80677;81445
11;Île-de-France;92;21;Neuilly-sur-Seine;1;59388;60411
11;Île-de-France;92;22;Rueil-Malmaison;1;78265;79713
11;Île-de-France;92;23;Saint-Cloud;5;68383;70001
11;Île-de-France;93;01;Aubervilliers;1;89401;89559
11;Île-de-France;93;02;Aulnay-sous-Bois;1;86485;86873
11;Île-de-France;93;03;Bagnolet;3;93215;93521
11;Île-de-France;93;04;Le Blanc-Mesnil;2;66010;66164
11;Île-de-France;93;05;Bobigny;2;97177;97447
11;Île-de-France;93;06;Bondy;3;80018;80287
11;Île-de-France;93;07;La Courneuve;3;73688;73878
11;Île-de-France;93;08;Drancy;1;63255;63487
11;Île-de-France;93;09;Épinay-sur-Seine;3;67274;67463
11;Île-de-France;93;10;Gagny;2;76123;76457
11;Île-de-France;93;11;Livry-Gargan;2;75186;75442
11;Île-de-France;93;12;Montreuil-1;2;92310;92753
11;Île-de-France;93;13;Montreuil-2;1;64499;64823
11;Île-de-France;93;14;Noisy-le-Grand;2;75744;76228
11;Île-de-France;93;15;Pantin;2;77709;77939
11;Île-de-France;93;16;Saint-Denis-1;1;70837;71158
11;Île-de-France;93;17;Saint-Denis-2;2;81472;82146
11;Île-de-France;93;18;Saint-Ouen-sur-Seine;3;92115;92333
11;Île-de-France;93;19;Sevran;2;89982;90240
11;Île-de-France;93;20;Tremblay-en-France;4;76652;77094
11;Île-de-France;93;21;Villemomble;3;66270;66771
11;Île-de-France;94;01;Alfortville;1;45151;45317
11;Île-de-France;94;02;Cachan;2;52054;52454
11;Île-de-France;94;03;Champigny-sur-Marne-1;1;51565;51770
11;Île-de-France;94;04;Champigny-sur-Marne-2;2;43885;44096
11;Île-de-France;94;05;Charenton-le-Pont;4;64395;64883
11;Île-de-France;94;06;Choisy-le-Roi;2;67927;68218
11;Île-de-France;94;07;Créteil-1;1;47058;47233
11;Île-de-France;94;08;Créteil-2;1;45508;45751
11;Île-de-France;94;09;Fontenay-sous-Bois;2;60671;61165
11;Île-de-France;94;10;L'Haÿ-les-Roses;2;60203;60526
11;Île-de-France;94;11;Ivry-sur-Seine;1;64016;64248
11;Île-de-France;94;12;Le Kremlin-Bicêtre;2;43326;43592
11;Île-de-France;94;13;Maisons-Alfort;1;57639;57944
11;Île-de-France;94;14;Nogent-sur-Marne;2;66200;66711
11;Île-de-France;94;15;Orly;3;51678;51957
11;Île-de-France;94;16;Plateau briard;8;62108;62656
11;Île-de-France;94;17;Saint-Maur-des-Fossés-1;1;61374;62121
11;Île-de-France;94;18;Saint-Maur-des-Fossés-2;4;69138;69745
11;Île-de-France;94;19;Thiais;3;56785;57114
11;Île-de-France;94;20;Villejuif;1;56349;56585
11;Île-de-France;94;21;Villeneuve-Saint-Georges;3;55975;56157
11;Île-de-France;94;22;Villiers-sur-Marne;3;66915;67349
11;Île-de-France;94;23;Vincennes;2;62403;63001
11;Île-de-France;94;24;Vitry-sur-Seine-1;1;48397;48660
11;Île-de-France;94;25;Vitry-sur-Seine-2;1;47252;47478
11;Île-de-France;95;01;Argenteuil-1;3;59337;59885
11;Île-de-France;95;02;Argenteuil-2;1;62302;62531
11;Île-de-France;95;03;Argenteuil-3;2;66232;66558
11;Île-de-France;95;04;Cergy-1;3;66510;66995
11;Île-de-France;95;05;Cergy-2;5;57415;57955
11;Île-de-France;95;06;Deuil-la-Barre;4;60176;60562
11;Île-de-France;95;07;Domont;11;62266;62954
11;Île-de-France;95;08;Ermont;2;54728;55235
11;Île-de-France;95;09;Fosses;24;58812;59337
11;Île-de-France;95;10;Franconville;2;63421;63791
11;Île-de-France;95;11;Garges-lès-Gonesse;2;57579;57728
11;Île-de-France;95;12;Goussainville;9;59306;59743
11;Île-de-France;95;13;Herblay-sur-Seine;3;58588;58984
11;Île-de-France;95;14;L'Isle-Adam;15;65740;66478
11;Île-de-France;95;15;Montmorency;6;59615;60356
11;Île-de-France;95;16;Pontoise;32;55231;56002
11;Île-de-France;95;17;Saint-Ouen-l'Aumône;12;57189;57710
11;Île-de-France;95;18;Sarcelles;1;58483;58715
11;Île-de-France;95;19;Taverny;4;53117;53471
11;Île-de-France;95;20;Vauréal;39;52316;53007
11;Île-de-France;95;21;Villiers-le-Bel;7;63441;63693
01;Guadeloupe;971;01;Les Abymes-1;1;15897;16092
01;Guadeloupe;971;02;Les Abymes-2;1;21228;21402
01;Guadeloupe;971;03;Les Abymes-3;2;19559;19710
01;Guadeloupe;971;04;Baie-Mahault-1;1;19182;19420
01;Guadeloupe;971;05;Baie-Mahault-2;2;23806;24254
01;Guadeloupe;971;06;Basse-Terre;2;20398;20843
01;Guadeloupe;971;07;Capesterre-Belle-Eau;1;17628;17788
01;Guadeloupe;971;08;Le Gosier;1;23183;23425
01;Guadeloupe;971;09;Lamentin;1;17774;18071
01;Guadeloupe;971;10;Marie-Galante;3;10512;10642
01;Guadeloupe;971;11;Le Moule;1;22230;22499
01;Guadeloupe;971;12;Morne-à-l'Eau;1;16223;16436
01;Guadeloupe;971;13;Petit-Bourg;2;19375;19659
01;Guadeloupe;971;14;Petit-Canal;3;17667;17928
01;Guadeloupe;971;15;Pointe-à-Pitre;1;14498;14581
01;Guadeloupe;971;16;Saint-François;3;17191;17424
01;Guadeloupe;971;17;Sainte-Anne;1;20829;20999
01;Guadeloupe;971;18;Sainte-Rose-1;4;15444;15753
01;Guadeloupe;971;19;Sainte-Rose-2;1;15031;15229
01;Guadeloupe;971;20;Trois-Rivières;5;19664;20011
01;Guadeloupe;971;21;Vieux-Habitants;3;16240;16561
04;La Réunion;974;01;L'Étang-Salé;3;29977;30443
04;La Réunion;974;02;Le Port;1;32619;32864
04;La Réunion;974;03;La Possession;1;33370;33766
04;La Réunion;974;04;Saint-André-1;2;33666;33984
04;La Réunion;974;05;Saint-André-2;1;38272;38587
04;La Réunion;974;06;Saint-André-3;3;29731;30093
04;La Réunion;974;07;Saint-Benoît-1;2;27662;27923
04;La Réunion;974;08;Saint-Benoît-2;3;27377;27628
04;La Réunion;974;09;Saint-Denis-1;1;43733;44089
04;La Réunion;974;10;Saint-Denis-2;1;32464;32837
04;La Réunion;974;11;Saint-Denis-3;1;39537;39885
04;La Réunion;974;12;Saint-Denis-4;1;37267;37648
04;La Réunion;974;13;Saint-Joseph;1;28073;28351
04;La Réunion;974;14;Saint-Leu;2;36831;37345
04;La Réunion;974;15;Saint-Louis-1;1;30066;30381
04;La Réunion;974;16;Saint-Louis-2;3;36286;36701
04;La Réunion;974;17;Saint-Paul-1;1;33646;33987
04;La Réunion;974;18;Saint-Paul-2;1;34339;34768
04;La Réunion;974;19;Saint-Paul-3;1;36316;36842
04;La Réunion;974;20;Saint-Pierre-1;1;34676;35077
04;La Réunion;974;21;Saint-Pierre-2;1;37501;37890
04;La Réunion;974;22;Saint-Pierre-3;3;34546;35044
04;La Réunion;974;23;Sainte-Marie;1;34350;34774
04;La Réunion;974;24;Le Tampon-1;1;40574;40934
04;La Réunion;974;25;Le Tampon-2;1;40204;40794
