"ANNEE";"AGE";"SEXE";"POP"
"2014";36;"M";1665
"2014";36;"F";1754
"2014";37;"M";1688
"2014";37;"F";1845
"2014";38;"M";1894
"2014";38;"F";1962
"2014";39;"M";1996
"2014";39;"F";2083
"2014";40;"M";2153
"2014";40;"F";2105
"2014";41;"M";2157
"2014";41;"F";2234
"2014";42;"M";2200
"2014";42;"F";2329
"2014";43;"M";2242
"2014";43;"F";2241
"2014";44;"M";2314
"2014";44;"F";2197
"2014";45;"M";2294
"2014";45;"F";2237
"2014";46;"M";2298
"2014";46;"F";2309
"2014";47;"M";2337
"2014";47;"F";2372
"2014";48;"M";2211
"2014";48;"F";2373
"2014";49;"M";2413
"2014";49;"F";2382
"2014";50;"M";2330
"2014";50;"F";2395
"2014";51;"M";2347
"2014";51;"F";2385
"2014";52;"M";2407
"2014";52;"F";2474
"2014";53;"M";2380
"2014";53;"F";2360
"2014";54;"M";2218
"2014";54;"F";2493
"2014";55;"M";2454
"2014";55;"F";2491
"2014";56;"M";2319
"2014";56;"F";2457
"2014";57;"M";2276
"2014";57;"F";2402
"2014";58;"M";2332
"2014";58;"F";2615
"2014";59;"M";2416
"2014";59;"F";2579
"2014";60;"M";2368
"2014";60;"F";2613
"2014";61;"M";2573
"2014";61;"F";2720
"2014";62;"M";2508
"2014";62;"F";2643
"2014";63;"M";2576
"2014";63;"F";2839
"2014";64;"M";2483
"2014";64;"F";2637
"2014";65;"M";2547
"2014";65;"F";2682
"2014";66;"M";2286
"2014";66;"F";2506
"2014";67;"M";2216
"2014";67;"F";2421
"2014";68;"M";2020
"2014";68;"F";2261
"2014";69;"M";1825
"2014";69;"F";2118
"2014";70;"M";1626
"2014";70;"F";1949
"2014";71;"M";1638
"2014";71;"F";1779
"2014";72;"M";1531
"2014";72;"F";1732
"2014";73;"M";1463
"2014";73;"F";1795
"2014";74;"M";1538
"2014";74;"F";1694
"2014";75;"M";1457
"2014";75;"F";1723
"2014";76;"M";1412
"2014";76;"F";1796
"2014";77;"M";1444
"2014";77;"F";1929
"2014";78;"M";1305
"2014";78;"F";1812
"2014";79;"M";1235
"2014";79;"F";1904
"2014";80;"M";1257
"2014";80;"F";1793
"2014";81;"M";1233
"2014";81;"F";1982
"2014";82;"M";1104
"2014";82;"F";1747
"2014";83;"M";1015
"2014";83;"F";1742
"2014";84;"M";940
"2014";84;"F";1631
"2014";85;"M";835
"2014";85;"F";1625
"2014";86;"M";696
"2014";86;"F";1440
"2014";87;"M";668
"2014";87;"F";1235
"2014";88;"M";582
"2014";88;"F";1202
"2014";89;"M";483
"2014";89;"F";1003
"2014";90;"M";404
"2014";90;"F";923
"2014";91;"M";308
"2014";91;"F";775
"2014";92;"M";248
"2014";92;"F";654
"2014";93;"M";163
"2014";93;"F";453
"2014";94;"M";117
"2014";94;"F";335
"2014";95;"M";40
"2014";95;"F";206
"2014";96;"M";49
"2014";96;"F";141
"2014";97;"M";22
"2014";97;"F";108
"2014";98;"M";19
"2014";98;"F";86
"2014";99;"M";29
"2014";99;"F";245
"2015";0;"M";1513
"2015";0;"F";1503
"2015";1;"M";1561
"2015";1;"F";1618
"2015";2;"M";1702
"2015";2;"F";1571
"2015";3;"M";1669
"2015";3;"F";1667
"2015";4;"M";1698
"2015";4;"F";1662
"2015";5;"M";1808
"2015";5;"F";1621
"2015";6;"M";1846
"2015";6;"F";1755
"2015";7;"M";1791
"2015";7;"F";1824
"2015";8;"M";1885
"2015";8;"F";1843
"2015";9;"M";1850
"2015";9;"F";1814
"2015";10;"M";1924
"2015";10;"F";1750
"2015";11;"M";1847
"2015";11;"F";1848
"2015";12;"M";1983
"2015";12;"F";1869
"2015";13;"M";1917
"2015";13;"F";1908
"2015";14;"M";1997
"2015";14;"F";1964
"2015";15;"M";2079
"2015";15;"F";1819
"2015";16;"M";1986
"2015";16;"F";1915
"2015";17;"M";1993
"2015";17;"F";1894
"2015";18;"M";1855
"2015";18;"F";1622
"2015";19;"M";1703
"2015";19;"F";1460
"2015";20;"M";1562
"2015";20;"F";1401
"2015";21;"M";1536
"2015";21;"F";1335
"2015";22;"M";1589
"2015";22;"F";1365
"2015";23;"M";1574
"2015";23;"F";1408
"2015";24;"M";1578
"2015";24;"F";1383
"2015";25;"M";1569
"2015";25;"F";1417
"2015";26;"M";1627
"2015";26;"F";1557
"2015";27;"M";1512
"2015";27;"F";1615
"2015";28;"M";1565
"2015";28;"F";1650
"2015";29;"M";1514
"2015";29;"F";1531
"2015";30;"M";1534
"2015";30;"F";1592
"2015";31;"M";1573
"2015";31;"F";1850
"2015";32;"M";1764
"2015";32;"F";1669
"2015";33;"M";1735
"2015";33;"F";1786
"2015";34;"M";1779
"2015";34;"F";1827
"2015";35;"M";1766
"2015";35;"F";1746
"2015";36;"M";1627
"2015";36;"F";1696
"2015";37;"M";1602
"2015";37;"F";1836
"2015";38;"M";1803
"2015";38;"F";1863
"2015";39;"M";1876
"2015";39;"F";1941
"2015";40;"M";2015
"2015";40;"F";2024
"2015";41;"M";2122
"2015";41;"F";2114
"2015";42;"M";2157
"2015";42;"F";2251
"2015";43;"M";2202
"2015";43;"F";2195
"2015";44;"M";2280
"2015";44;"F";2270
"2015";45;"M";2253
"2015";45;"F";2287
"2015";46;"M";2315
"2015";46;"F";2270
"2015";47;"M";2276
"2015";47;"F";2342
"2015";48;"M";2200
"2015";48;"F";2298
"2015";49;"M";2392
"2015";49;"F";2333
"2015";50;"M";2295
"2015";50;"F";2353
"2015";51;"M";2370
"2015";51;"F";2432
"2015";52;"M";2408
"2015";52;"F";2505
"2015";53;"M";2331
"2015";53;"F";2379
"2015";54;"M";2273
"2015";54;"F";2452
"2015";55;"M";2406
"2015";55;"F";2492
"2015";56;"M";2332
"2015";56;"F";2386
"2015";57;"M";2295
"2015";57;"F";2390
"2015";58;"M";2324
"2015";58;"F";2560
"2015";59;"M";2281
"2015";59;"F";2629
"2015";60;"M";2387
"2015";60;"F";2618
"2015";61;"M";2415
"2015";61;"F";2700
"2015";62;"M";2467
"2015";62;"F";2676
"2015";63;"M";2507
"2015";63;"F";2868
"2015";64;"M";2557
"2015";64;"F";2562
"2015";65;"M";2457
"2015";65;"F";2712
"2015";66;"M";2487
"2015";66;"F";2716
"2015";67;"M";2324
"2015";67;"F";2509
"2015";68;"M";2208
"2015";68;"F";2372
"2015";69;"M";1957
"2015";69;"F";2261
"2015";70;"M";1877
"2015";70;"F";2099
"2015";71;"M";1696
"2015";71;"F";1853
"2015";72;"M";1511
"2015";72;"F";1724
"2015";73;"M";1416
"2015";73;"F";1824
"2015";74;"M";1483
"2015";74;"F";1700
"2015";75;"M";1426
"2015";75;"F";1710
"2015";76;"M";1365
"2015";76;"F";1697
"2015";77;"M";1405
"2015";77;"F";1849
"2015";78;"M";1273
"2015";78;"F";1761
"2015";79;"M";1285
"2015";79;"F";1774
"2015";80;"M";1267
"2015";80;"F";1731
"2015";81;"M";1210
"2015";81;"F";1972
"2015";82;"M";1136
"2015";82;"F";1783
"2015";83;"M";954
"2015";83;"F";1777
"2015";84;"M";966
"2015";84;"F";1650
"2015";85;"M";844
"2015";85;"F";1616
"2015";86;"M";756
"2015";86;"F";1393
"2015";87;"M";684
"2015";87;"F";1218
"2015";88;"M";572
"2015";88;"F";1247
"2015";89;"M";450
"2015";89;"F";1014
"2015";90;"M";422
"2015";90;"F";944
"2015";91;"M";299
"2015";91;"F";788
"2015";92;"M";268
"2015";92;"F";713
"2015";93;"M";199
"2015";93;"F";515
"2015";94;"M";135
"2015";94;"F";384
"2015";95;"M";56
"2015";95;"F";265
"2015";96;"M";63
"2015";96;"F";187
"2015";97;"M";22
"2015";97;"F";104
"2015";98;"M";14
"2015";98;"F";79
"2015";99;"M";33
"2015";99;"F";223
"2016";0;"M";1460
"2016";0;"F";1454
"2016";1;"M";1468
"2016";1;"F";1564
"2016";2;"M";1638
"2016";2;"F";1512
"2016";3;"M";1631
"2016";3;"F";1635
"2016";4;"M";1660
"2016";4;"F";1629
"2016";5;"M";1794
"2016";5;"F";1589
"2016";6;"M";1807
"2016";6;"F";1731
"2016";7;"M";1805
"2016";7;"F";1805
"2016";8;"M";1860
"2016";8;"F";1792
"2016";9;"M";1809
"2016";9;"F";1779
"2016";10;"M";1923
"2016";10;"F";1748
"2016";11;"M";1856
"2016";11;"F";1834
"2016";12;"M";1918
"2016";12;"F";1815
"2016";13;"M";1909
"2016";13;"F";1915
"2016";14;"M";1972
"2016";14;"F";1953
"2016";15;"M";2134
"2016";15;"F";1817
"2016";16;"M";1997
"2016";16;"F";1849
"2016";17;"M";2014
"2016";17;"F";1921
"2016";18;"M";1775
"2016";18;"F";1533
"2016";19;"M";1706
"2016";19;"F";1484
"2016";20;"M";1499
"2016";20;"F";1374
"2016";21;"M";1498
"2016";21;"F";1363
"2016";22;"M";1553
"2016";22;"F";1302
"2016";23;"M";1629
"2016";23;"F";1347
"2016";24;"M";1573
"2016";24;"F";1359
"2016";25;"M";1564
"2016";25;"F";1344
"2016";26;"M";1574
"2016";26;"F";1516
"2016";27;"M";1512
"2016";27;"F";1581
"2016";28;"M";1549
"2016";28;"F";1621
"2016";29;"M";1431
"2016";29;"F";1496
"2016";30;"M";1456
"2016";30;"F";1564
"2016";31;"M";1546
"2016";31;"F";1788
"2016";32;"M";1676
"2016";32;"F";1620
"2016";33;"M";1726
"2016";33;"F";1717
"2016";34;"M";1756
"2016";34;"F";1758
"2016";35;"M";1766
"2016";35;"F";1746
"2016";36;"M";1663
"2016";36;"F";1767
"2016";37;"M";1616
"2016";37;"F";1800
"2016";38;"M";1816
"2016";38;"F";1800
"2016";39;"M";1757
"2016";39;"F";1850
"2016";40;"M";1918
"2016";40;"F";1923
"2016";41;"M";1978
"2016";41;"F";1983
"2016";42;"M";2001
"2016";42;"F";2156
"2016";43;"M";2126
"2016";43;"F";2182
"2016";44;"M";2253
"2016";44;"F";2302
"2016";45;"M";2155
"2016";45;"F";2268
"2016";46;"M";2354
"2016";46;"F";2279
"2016";47;"M";2204
"2016";47;"F";2305
"2016";48;"M";2247
"2016";48;"F";2290
"2016";49;"M";2305
"2016";49;"F";2243
"2016";50;"M";2274
"2016";50;"F";2350
"2016";51;"M";2348
"2016";51;"F";2402
"2016";52;"M";2411
"2016";52;"F";2517
"2016";53;"M";2305
"2016";53;"F";2342
"2016";54;"M";2263
"2016";54;"F";2453
"2016";55;"M";2355
"2016";55;"F";2429
"2016";56;"M";2349
"2016";56;"F";2405
"2016";57;"M";2377
"2016";57;"F";2461
"2016";58;"M";2331
"2016";58;"F";2507
"2016";59;"M";2255
"2016";59;"F";2640
"2016";60;"M";2366
"2016";60;"F";2593
"2016";61;"M";2405
"2016";61;"F";2663
"2016";62;"M";2442
"2016";62;"F";2613
"2016";63;"M";2465
"2016";63;"F";2847
"2016";64;"M";2508
"2016";64;"F";2530
"2016";65;"M";2388
"2016";65;"F";2685
"2016";66;"M";2457
"2016";66;"F";2733
"2016";67;"M";2426
"2016";67;"F";2625
"2016";68;"M";2309
"2016";68;"F";2571
"2016";69;"M";2118
"2016";69;"F";2439
"2016";70;"M";2007
"2016";70;"F";2258
"2016";71;"M";1843
"2016";71;"F";2045
"2016";72;"M";1568
"2016";72;"F";1870
"2016";73;"M";1459
"2016";73;"F";1848
"2016";74;"M";1440
"2016";74;"F";1682
"2016";75;"M";1454
"2016";75;"F";1723
"2016";76;"M";1354
"2016";76;"F";1652
"2016";77;"M";1348
"2016";77;"F";1792
"2016";78;"M";1311
"2016";78;"F";1724
"2016";79;"M";1338
"2016";79;"F";1734
"2016";80;"M";1248
"2016";80;"F";1747
"2016";81;"M";1184
"2016";81;"F";1844
"2016";82;"M";1112
"2016";82;"F";1739
"2016";83;"M";971
"2016";83;"F";1742
"2016";84;"M";905
"2016";84;"F";1656
"2016";85;"M";861
"2016";85;"F";1612
"2016";86;"M";773
"2016";86;"F";1436
"2016";87;"M";710
"2016";87;"F";1270
"2016";88;"M";587
"2016";88;"F";1262
"2016";89;"M";459
"2016";89;"F";1037
"2016";90;"M";418
"2016";90;"F";933
"2016";91;"M";322
"2016";91;"F";787
"2016";92;"M";260
"2016";92;"F";694
"2016";93;"M";223
"2016";93;"F";589
"2016";94;"M";164
"2016";94;"F";427
"2016";95;"M";68
"2016";95;"F";320
"2016";96;"M";69
"2016";96;"F";224
"2016";97;"M";26
"2016";97;"F";134
"2016";98;"M";16
"2016";98;"F";82
"2016";99;"M";34
"2016";99;"F";199
"2017";0;"M";1463
"2017";0;"F";1422
"2017";1;"M";1401
"2017";1;"F";1550
"2017";2;"M";1610
"2017";2;"F";1451
"2017";3;"M";1580
"2017";3;"F";1577
"2017";4;"M";1656
"2017";4;"F";1603
"2017";5;"M";1746
"2017";5;"F";1549
"2017";6;"M";1733
"2017";6;"F";1747
"2017";7;"M";1802
"2017";7;"F";1748
"2017";8;"M";1820
"2017";8;"F";1825
"2017";9;"M";1792
"2017";9;"F";1784
"2017";10;"M";1869
"2017";10;"F";1767
"2017";11;"M";1824
"2017";11;"F";1856
"2017";12;"M";1910
"2017";12;"F";1809
"2017";13;"M";1913
"2017";13;"F";1870
"2017";14;"M";1934
"2017";14;"F";1939
"2017";15;"M";2166
"2017";15;"F";1830
"2017";16;"M";2013
"2017";16;"F";1841
"2017";17;"M";2076
"2017";17;"F";1913
"2017";18;"M";1769
"2017";18;"F";1534
"2017";19;"M";1721
"2017";19;"F";1390
"2017";20;"M";1500
"2017";20;"F";1384
"2017";21;"M";1468
"2017";21;"F";1338
"2017";22;"M";1529
"2017";22;"F";1296
"2017";23;"M";1611
"2017";23;"F";1340
"2017";24;"M";1509
"2017";24;"F";1387
"2017";25;"M";1525
"2017";25;"F";1303
"2017";26;"M";1556
"2017";26;"F";1443
"2017";27;"M";1552
"2017";27;"F";1559
"2017";28;"M";1541
"2017";28;"F";1564
"2017";29;"M";1477
"2017";29;"F";1478
"2017";30;"M";1488
"2017";30;"F";1601
"2017";31;"M";1503
"2017";31;"F";1713
"2017";32;"M";1625
"2017";32;"F";1594
"2017";33;"M";1680
"2017";33;"F";1694
"2017";34;"M";1741
"2017";34;"F";1771
"2017";35;"M";1730
"2017";35;"F";1733
"2017";36;"M";1693
"2017";36;"F";1750
"2017";37;"M";1665
"2017";37;"F";1761
"2017";38;"M";1791
"2017";38;"F";1829
"2017";39;"M";1762
"2017";39;"F";1799
"2017";40;"M";1767
"2017";40;"F";1867
"2017";41;"M";1903
"2017";41;"F";1899
"2017";42;"M";1894
"2017";42;"F";2081
"2017";43;"M";2063
"2017";43;"F";2119
"2017";44;"M";2182
"2017";44;"F";2274
"2017";45;"M";2166
"2017";45;"F";2203
"2017";46;"M";2312
"2017";46;"F";2324
"2017";47;"M";2157
"2017";47;"F";2263
"2017";48;"M";2267
"2017";48;"F";2256
"2017";49;"M";2261
"2017";49;"F";2238
"2017";50;"M";2244
"2017";50;"F";2331
"2017";51;"M";2412
"2017";51;"F";2346
"2017";52;"M";2346
"2017";52;"F";2451
"2017";53;"M";2225
"2017";53;"F";2378
"2017";54;"M";2257
"2017";54;"F";2444
"2017";55;"M";2308
"2017";55;"F";2345
"2017";56;"M";2299
"2017";56;"F";2428
"2017";57;"M";2359
"2017";57;"F";2440
"2017";58;"M";2288
"2017";58;"F";2438
"2017";59;"M";2250
"2017";59;"F";2552
"2017";60;"M";2343
"2017";60;"F";2639
"2017";61;"M";2378
"2017";61;"F";2550
"2017";62;"M";2413
"2017";62;"F";2539
"2017";63;"M";2369
"2017";63;"F";2784
"2017";64;"M";2470
"2017";64;"F";2576
"2017";65;"M";2326
"2017";65;"F";2692
"2017";66;"M";2407
"2017";66;"F";2701
"2017";67;"M";2459
"2017";67;"F";2688
"2017";68;"M";2427
"2017";68;"F";2773
"2017";69;"M";2279
"2017";69;"F";2601
"2017";70;"M";2117
"2017";70;"F";2402
"2017";71;"M";1994
"2017";71;"F";2302
"2017";72;"M";1748
"2017";72;"F";2062
"2017";73;"M";1508
"2017";73;"F";1892
"2017";74;"M";1451
"2017";74;"F";1652
"2017";75;"M";1471
"2017";75;"F";1755
"2017";76;"M";1350
"2017";76;"F";1588
"2017";77;"M";1318
"2017";77;"F";1654
"2017";78;"M";1301
"2017";78;"F";1741
"2017";79;"M";1363
"2017";79;"F";1790
"2017";80;"M";1307
"2017";80;"F";1741
"2017";81;"M";1127
"2017";81;"F";1768
"2017";82;"M";1105
"2017";82;"F";1712
"2017";83;"M";984
"2017";83;"F";1714
"2017";84;"M";907
"2017";84;"F";1625
"2017";85;"M";900
"2017";85;"F";1586
"2017";86;"M";809
"2017";86;"F";1465
"2017";87;"M";725
"2017";87;"F";1281
"2017";88;"M";591
"2017";88;"F";1279
"2017";89;"M";467
"2017";89;"F";1076
"2017";90;"M";430
"2017";90;"F";937
"2017";91;"M";340
"2017";91;"F";803
"2017";92;"M";268
"2017";92;"F";675
"2017";93;"M";231
"2017";93;"F";580
"2017";94;"M";175
"2017";94;"F";458
"2017";95;"M";84
"2017";95;"F";372
"2017";96;"M";68
"2017";96;"F";253
"2017";97;"M";37
"2017";97;"F";159
"2017";98;"M";17
"2017";98;"F";90
"2017";99;"M";42
"2017";99;"F";202
"2018";0;"M";1393
"2018";0;"F";1368
"2018";1;"M";1369
"2018";1;"F";1510
"2018";2;"M";1572
"2018";2;"F";1472
"2018";3;"M";1597
"2018";3;"F";1588
"2018";4;"M";1670
"2018";4;"F";1569
"2018";5;"M";1782
"2018";5;"F";1535
"2018";6;"M";1739
"2018";6;"F";1698
"2018";7;"M";1880
"2018";7;"F";1758
"2018";8;"M";1787
"2018";8;"F";1781
"2018";9;"M";1730
"2018";9;"F";1793
"2018";10;"M";1851
"2018";10;"F";1727
"2018";11;"M";1860
"2018";11;"F";1809
"2018";12;"M";1896
"2018";12;"F";1839
"2018";13;"M";1910
"2018";13;"F";1832
"2018";14;"M";1921
"2018";14;"F";1915
"2018";15;"M";2131
"2018";15;"F";1823
"2018";16;"M";2012
"2018";16;"F";1901
"2018";17;"M";2155
"2018";17;"F";1973
"2018";18;"M";1735
"2018";18;"F";1460
"2018";19;"M";1764
"2018";19;"F";1478
"2018";20;"M";1549
"2018";20;"F";1396
"2018";21;"M";1560
"2018";21;"F";1396
"2018";22;"M";1624
"2018";22;"F";1334
"2018";23;"M";1537
"2018";23;"F";1362
"2018";24;"M";1442
"2018";24;"F";1298
"2018";25;"M";1459
"2018";25;"F";1327
"2018";26;"M";1541
"2018";26;"F";1430
"2018";27;"M";1522
"2018";27;"F";1519
"2018";28;"M";1505
"2018";28;"F";1483
"2018";29;"M";1484
"2018";29;"F";1458
"2018";30;"M";1481
"2018";30;"F";1533
"2018";31;"M";1483
"2018";31;"F";1695
"2018";32;"M";1567
"2018";32;"F";1586
"2018";33;"M";1589
"2018";33;"F";1611
"2018";34;"M";1664
"2018";34;"F";1672
"2018";35;"M";1710
"2018";35;"F";1810
"2018";36;"M";1736
"2018";36;"F";1804
"2018";37;"M";1720
"2018";37;"F";1818
"2018";38;"M";1820
"2018";38;"F";1843
"2018";39;"M";1762
"2018";39;"F";1719
"2018";40;"M";1648
"2018";40;"F";1805
"2018";41;"M";1767
"2018";41;"F";1758
"2018";42;"M";1761
"2018";42;"F";1866
"2018";43;"M";1947
"2018";43;"F";1988
"2018";44;"M";2125
"2018";44;"F";2305
"2018";45;"M";2290
"2018";45;"F";2297
"2018";46;"M";2287
"2018";46;"F";2331
"2018";47;"M";2145
"2018";47;"F";2276
"2018";48;"M";2327
"2018";48;"F";2251
"2018";49;"M";2188
"2018";49;"F";2197
"2018";50;"M";2183
"2018";50;"F";2244
"2018";51;"M";2417
"2018";51;"F";2409
"2018";52;"M";2351
"2018";52;"F";2394
"2018";53;"M";2300
"2018";53;"F";2319
"2018";54;"M";2264
"2018";54;"F";2450
"2018";55;"M";2260
"2018";55;"F";2333
"2018";56;"M";2392
"2018";56;"F";2417
"2018";57;"M";2346
"2018";57;"F";2439
"2018";58;"M";2297
"2018";58;"F";2449
"2018";59;"M";2217
"2018";59;"F";2456
"2018";60;"M";2292
"2018";60;"F";2590
"2018";61;"M";2327
"2018";61;"F";2485
"2018";62;"M";2339
"2018";62;"F";2532
"2018";63;"M";2293
"2018";63;"F";2705
"2018";64;"M";2406
"2018";64;"F";2475
"2018";65;"M";2268
"2018";65;"F";2700
"2018";66;"M";2366
"2018";66;"F";2684
"2018";67;"M";2423
"2018";67;"F";2720
"2018";68;"M";2474
"2018";68;"F";2822
"2018";69;"M";2440
"2018";69;"F";2712
"2018";70;"M";2419
"2018";70;"F";2658
"2018";71;"M";2259
"2018";71;"F";2589
"2018";72;"M";1679
"2018";72;"F";2004
"2018";73;"M";1642
"2018";73;"F";1982
"2018";74;"M";1563
"2018";74;"F";1844
"2018";75;"M";1505
"2018";75;"F";1745
"2018";76;"M";1254
"2018";76;"F";1517
"2018";77;"M";1286
"2018";77;"F";1572
"2018";78;"M";1358
"2018";78;"F";1815
"2018";79;"M";1339
"2018";79;"F";1706
"2018";80;"M";1289
"2018";80;"F";1704
"2018";81;"M";1153
"2018";81;"F";1732
"2018";82;"M";1061
"2018";82;"F";1719
"2018";83;"M";990
"2018";83;"F";1656
"2018";84;"M";894
"2018";84;"F";1573
"2018";85;"M";913
"2018";85;"F";1572
"2018";86;"M";828
"2018";86;"F";1535
